"text","label"
"I'd like a word with you 

Just what the FUCK do you think you are playing at?!?! 94.4.3.210",1
"""

I can't even fucking edit my own talk page. Can someone unprotect it, and lead me to DRV?  talk """,1
"""

DYK for North Piddle
  The DYK project (nominate) 

DYK for Dickshooter, Idaho
  The DYK project (nominate) 

DYK for Mukhayriq
  The DYK project (nominate) """,0
"Your edits 
Welcome, and thank you for experimenting with  Wikipedia! Your test worked, and thank you for reverting or removing it yourself. The best way to do tests in the future would be to use the sandbox. You can look at these pages as well: how to edit a page, the tutorial, and how to write a great article. All of these pages are good places to start. Again, welcome, and I hope that you will like Wikipedia.",0
"wah wah 

Why not tell that communist faggot Jeffrey to fuck off and quit being a shit face?",1
"Bush Picutre 
We really should change that bush picture it makes me wanna puke!",1
"Hey man I'm from Wyndham Vale and it's the crime capital of Australia. It is very deadly and rapes and murders happen there reguly. My next media production is CSI Wyndham Vale. The Worlds most dangerous town!",0
"User talk:24.63.62.169
I am glad you were able to take time away from fapping to jimbo porn to protect my talk page.  Don't bother responding to this I won't read what you write.  I don't read stuff written by faggots because I don't want to get aids.",1
"Not at all, I've been meaning to take it out for a test drive actually.  How do you like it?",0
"No I didn't; you have me confused with somebody else.  It does sound druglike.  WP:NFCC may be helpful.",0
"should be changed at all. The current wording is fine. And sign your bloody posts next time you moron. ~Suicide Bomber~ 23:00 25 Nov 2006 (UTC)",1
"Its mostly because Ive been searching for CP, anyway does",0
"Well don`t you think you ought to have a source which actually calls him a right-wing extremist? and not use one which has supposition that he may have been involved with the far right?",0
"""

 (edit conflict) I don't agree with sticking a ton of backslashes in it, it makes it hard to read. However Ilir, you have to look at this with a neutral point of view. Resolution 1244 says """"..autonomous regioin within the Former Yugoslavia"""". We're not saying the UN orginally said Kosovo is in Serbia, just that present day Former Yugoslavia, is Serbia and Montenegro, until Montenegro officially becomes independent, then Serbia becomes the heir. It's just common sense, not nationalism. Alright?  """,0
"""As a youth who has participated in both I can say that, though both produce some similar sensations, they are definitely not one and the same. The fainting game produced (in me and all of my friends who participated) about 1-5 seconds of unconsciousness, with every friend claiming that this was the """"effect"""" of the """"game""""- it was basically the so-called fun of the game... passing out for seconds and going into a semi-lucid dream state that felt like an extended reawakening of reality upon coming back into consciousness (as if the moments preceding the faint were part of the dream experience.)

Inhaling nitrous oxide did also put you in a sort-of dream state but the """"high"""" was more of a sensory-motor change than a loss of consciousness.

""",0
"Liberal arts mean nothing. How can a student study discipline without knowing what he is studying. I think this is one of the biggest bullshits that US educational systems can offer. Do not go for it. This is a lie.",1
"deleting of comments 

is this really a discussion if people just delete the comments they don't like?  its silly you have to read the history and diff the page just to see what is happening...",0
"""
The two big things would be citation to verify that it was serialized in the Weekly one (reliable sites in English just say Shonen Jump), but since you have the one that starts serialization, that can be used to note when it started serialization. If they mention there that its a continuation from the one-shot stories because I can't find any RS, Japanese or English, online that confirms that. The other is Horii's reason for adding mini-medals. Info on the anime about what it was based on if its mentioned is all that is really needed for the main article, but could really help the anime article itself.内Jinnai """,0
"""

 The consensus agreed on earlier was that the NTSB briefings *are* an authoritative source (and rightly so!), they do not need to be separately quoted by 3rd party media/press refs, let alone by questionable blog postings or other """"online media"""". And yeah, I'd expect people to actually have seen all NTSB briefings, otherwise they have really NO reason whatsoever to bother reviewing stuff here - if anybody can't be bothered to watch the NTSB briefings, then please just read the transcripts. Frankly, it is beyond me how you guys are tolerating this type of workflow and behavior, even perceiving me stating that as an """"attack"""". How can it be an ATTACK to expect people to be familiar with the topic they're contributing to ? Honestly, all this goes to show the weaknesses and shortcomings of crowd-sourced encyclopedia-writing, there's no proper hierarchy, and if there's one, it's one where seniority and stylistic aptitude count more than a factual background. Yeah, this is kinda disappointing.  """,0
"kill that futile person",1
"Main Photo==
Would it be possible to change the picture of the maritime museum? It's a bit dowdy, taken on a rainy day and is also out of date now. There are far better photo's of this area and major civic buildings out there.

==",0
"I love how MONGO's illegal block and bullshit lies are now being used to attack me. Really. Wonderful fucking place you've got here. Should we all just bow down to the pagan altar at Mecca and get it over with please?",1
"==  Bill Kaulitz is gay! ==",1
"And this is a reply, from User:Adam (Wiki Ed). It's indented, to show how it relates to the previous comment.Adam (Wiki Ed) (talk)  (UTC)",0
"""

 you dont know shiiiiiiiit 

kyuubi doesnt have limitless chakra. most of all the demons dont have much difference in power. kyuubi isnt more intelligent then the others. naruto cant use shadow clones as much as he wants, he will run out of chakra. you obviously dont know shit. if you actually payed attention to any of the series you would know this. you should give up following this anime. i know this anime at the back of my hand and obviously you dont. your information is """"anything but"""". you're an admin so you expect people to be afraid of you. big MOTHER FUCKING DEAL! wow youre an admin woohoo you can scare people by saying you can block them because you cant back up your answers. theres a word for little idiots with a lot of power....pussy.""",1
"not a crime when everybody can edit it ;)
have a nice night guys, keep that stick up your ass, heros, it looks good on yas.",1
"Revision
The Darth Maul biography needs to be updated! Anyone agree!?  master unknown, December 30, 2006

 I do! - The Terminator, December 31, 2006

I tried to update it, but some fucking ass pounder charged it! And it looked good, too!  Ahnuld, January 1, 2007",1
"""
Welcome

Hello, and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages you might like to see:

 The five pillars of Wikipedia
 How to edit a page
 Help pages
 Tutorial
 How to write a great article
 Manual of Style

You are welcome to continue editing articles without logging in, but you may wish to [ create an account]. Doing so is free, requires no personal information, and provides several benefits. If you edit without a username, your IP address () is used to identify you instead.

In any case, I hope you enjoy editing here and being a Wikipedian! Please sign your comments on talk pages using four tildes (~~~~); this will automatically produce your IP address (or username if you're logged in) and the date. If you need help, check out Wikipedia:Questions, ask me on , or ask your question and then place {{helpme}} before the question on this page. Again, welcome!    """,0
"...neutral point of view policy? Are you a teenager, on drugs, or both? To Hell with you!",1
"Abuse! Abuse! Vandalism! Give me a permanent block! YOU'LL BE THE FIRST TO GO, BLOCKFAGS!",1
"Mmmmm... goats! 

216.164.33.62",0
""" The warning """"blanking of article pages/sections is considered vandalism"""" does not apply to talk pages, nor good-faith edits containing an explanatory edit summary. My ban was due to blanking my talk page, not due to personal attacks; for after the final warning, I blanked my talk page but did not make any personal attack.}}""",0
"all dallas cowbiys fans are fucking faggots you can all go suck a big fat cock you stupid fucking homos",1
"the penis enlargens.",1
"""

This is idiotic. You morons just rewarded gaming and disruptive behavior by a group obnoxious tag teamers, who've been trying to get this user for a month now. I'm sorry BWilkins but it's very obvious that YOU are the one who doesn't get how this project (really) works. You're clueless. 
And people wonder why this project is dying. Maybe cuz the admin corps consists of twits. """,1
"Stay out of my business 

Go ahead, keep it up shithead, I'll kick your ass to!!!",1
"""

 You are a bit of an idiot, aren´t you? 

 As per you: """"Delete recently created article that duplicates an existing topic, inflation""""

Please indicate where the term Inflation myths appear on the Inflation target. 

Idiot!!

  """,1
":Fuck off you ignoramus!",1
"""::So we have to put out a flowchart?  Because one editor has a POV, and all of the others don't?  Wow. I luv being edumicated on dis stuf.  We're wasting energy on a racist POV!!!!!  Talk• Contributions 

""",0
"Sennen goroshi, entire FIFA is corrupted even Japan is part of this larger corrupted organization, this claim of yours is stupidKorsentry",1
"fuck god youn shit asshole",1
"you are part of isis 

Couple of days ago u threaten me to give u Ebola and if I don't you were going to destroy the white house",1
"""

Macedonian point of view
Why there is not the Macedonian point of view and where is the bloody division of Macedonia and where is the paragraph about the occupation of the Macedonian parts? So pathetic.  Oui? """,1
"Redict 

When i search Morgan Lander, it redicted me to Kittie. SHouldn't there be an article for her (and Mercedes)?",0
"Our gay leader 

Yamla, Gay niggers of saturn and jupiter are hailing your name and your wide butt the size of the city of paris",1
"""
I suggest that this be done as soon as possible. /Mid (contributions) """,0
"oh no, blocked from editing a worthless wikipedia run by idjits like you, tragic.",1
"::::I'm glad you're not worried! Whew! I'm a free agent - my team left town long ago and haven't picked up a team, so I'm pretty neutral about all this. And yes, I am well aware that shit be legit.",1
"""
You're a star - that does help. Thank you. confer """,0
"Red Peacock - You are correct to think something is amiss. Xeno apparently only saw that portion of the interview in which Susan actively argues with the insane man holding the hitler picture (as if that alone wasn't unprofessional). Apparently he didn't catch her arguing fervently with the suburban dad (discussed at length in the article) on behalf of Obama.  And, perhaps most importantly, he clearly didn’t catch how Susan treated individuals who accused Bush of being Hitler just several years ago.[] Obviously I don’t intend for that video to go up in the article, but I include it to demonstrate that Xeno’s Hitler-related argument is, to be charitable, a laughing matter. By the way, RedPeacock. If you ever want something REALLY entertaining to do, I would suggest going to the Keith Olbermann article and looking at the now-infamous “criticism” section in the talk page. A few conservatives were able to play on the Olbermann-worshipers’ intense devotion to him by getting them to go to such great depths to prevent inclusion into the article that it is not possible to read it without wondering if it’s all just a big joke. Seriously – it’s really long but well worth the read. I think a book could be written about it, perhaps as part of a larger effort to study why people are so biased on Wikipedia and – more importantly – why they can’t just be open about it.",0
"Copyright problem 
This article has been revised as part of the large-scale clean-up project of a massive copyright infringement on Wikipedia. Earlier text must not be restored, unless it can be verified to be free of infringement. For legal reasons, Wikipedia cannot accept copyrighted text or images borrowed from other web sites or printed material; such additions must be deleted. Contributors may use sources as a source of information, but not as a source of sentences or phrases. Accordingly, the material may be rewritten, but only if it does not infringe on the copyright of the original or plagiarize from that source. Please see our guideline on non-free text for how to properly implement limited quotations of copyrighted text. Wikipedia takes copyright violations very seriously.

For more information on this situation, which involved a single contributor liberally copying material from print and internet sources into several thousand articles, please see the two administrators' noticeboard discussions of the matter,  here and here, as well as the the cleanup task force subpage. Thank you.   (talk)",0
"what ever you fuggin fag
Question how did you know they were not mine",1
", I think  may be using multiple accounts with . This is a hunch because they both have similar explanations for the source they use and always insist the source is reliable and continue to add it.",0
"Category:Former Yahoo! employees

:Category:Former Yahoo! employees, which you created, has been nominated for possible deletion, merging, or renaming. If you would like to participate in the discussion, you are invited to add your comments at the category's entry on the Categories for discussion page. Thank you.",0
"I note these comments were made some time ago, but the section on the Investigations remains unchanged. I am willing to attempt a total rewrite of the section and will put the version here first for discussion.",0
"i don't give a shit!==

you people are a bunch of dictators. eat shit.

==",1
"""

and what does those comments have to with whether notes issued prior to the greeenback were legal tender? Do you know what year the First Bank of the US was shut down? Do you know what a """"Demand note"""" is or are you ignorant of basic financial terms? How about do you know what a treasure note is? Is a treasury note legal tender? Do you know when Federal Reserve notes first became legal tender? or are you ignorant of that as well? Frankly if you don't know any of the above you should get lost until you do. You may not be aware of it but your ignorance on this subject is HUGE!71.174.142.108  """,1
"""

Thank you for the silky creature, written with """"the world's leading authority on this species"""", - precious again! - If you have articles to be reviewed for GA or FA qualities, feel free to add them on WP:QAIPOST, also post there whatever you think would article quality in general.   """,0
"""

 Re: Ridiculous bands listed as supergroups 
I completely agree with this sentiment. Theres something wrong when there are 10+ groups listed as supergroups from 2005-2006. A band that forms with members that have been in previous bands does not automatically make it a supergroup. The last few bands listed dont belong in this article.


 I don't think it should matter whether the previous bands are household names, but I DO think they should be removed from the article if they weren't formed with promotion from previous bands. For example, several of the 2000s bands are promoted as such: Velvet Revolver was promoted as """"Stone Temple Pilots meets Guns n' Roses"""", Audioslave was promoted as """"Soundgarden meets RATM"""", Army of Anyone is being promoted as """"Filter meets STP"""", etc. In other words, bands with promotion like The Raconteurs being """"Jack White with a band"""" aren't supergroups, because they're widely known as Jack White's side project, and NOT """"White Stripes meets The Greenhornes"""". MP —The preceding unsigned comment was added by  (talk • contribs) 21:55, December 4, 2006  (UTC)

 Shouldn't Coverdale/Page be listed here? —The preceding unsigned comment was added by  (talk • contribs) 17:37, April 24, 2007  (UTC)

ChrisB???
Who elected ChrisB as """"god"""" of the Supergroup article?  I thought Wikipedia was about discussion and reaching consesus (sorry about the spelling there).    

I've moved this here from Supergroup (music) - if there is another meaning of the word, I think somebody should write about it before we add parentheses to things. It's easy enough to move things back later. 

Whatever it is, it's pretty thin soup, if you'll pardon the pun.  I'd give you CSNY, ELP, Travelling Wilburys, and the Bloomfield-Kooper-Stills session, but the rest are pretty much bands (some great maybe, never even heard of Sky), that sold a lot of records.  

 Ridiculous Bands listed as Supergroups 
It seems that people are using this page to promote their own bands, or own obscure tastes, which they find """"super."""" I agree with the aforementioned, and will weed out some of the lesser-known acts, and those featuring lesser-known musicians. Feel free to restore this page, if you believe that I'm wrong. —The preceding unsigned comment was added by  (talk • contribs) 23:02, December 14, 2004  (UTC)

I believe the text at the top of the page does a pretty good job of explaining the definition (or lack thereof) of the term, and its use as hype.  I think a better tactic than removing information entirely would be to move the """"ridiculous"""" groups, or those who are termed supergroups merely because of membership, not achievement, to a separate heading.  Keep """"Renowned Supergroups"""" at the top, if you like, while putting in an objective criteria for membership in this group (number of albums sold, perhaps?).  Add another heading or two for """"Other Supergroups""""; maybe even """"Failed Supergroups"""", and move the rest of the entries on the list there.

I sympathise with your desire to tidy this up, but removing information completely is seldom the answer.  \talk 23:31, 14 Dec 2004 (UTC)

There, I've broken it up with the groups you left on the page as """"renowned""""  expect others to move bands in and out of that section.   I'm not entirely happy with the result; I think perhaps a better structure would be to divide the list by decade  I think it might provide a clearer view of which groups have stood the test of time.  What do you think?  \talk 00:07, 15 Dec 2004 (UTC)

If none of the members have pages in Wikipedia (I'm looking at you, Misery Index), then it probably isn't a supergroup.

Wow. When I last modified this page, it wasn't absurd. The average person when they end a relationship or employment will go on and find another relationship or job. This page is a tracking of famous musicians and all the new jobs they've started with each other. —The preceding unsigned comment was added by  ([[User talk:1",0
"fuck you motherfucker.there i said it again bitch",1
"Not agreed at all. It is clear that the British considered some land east of the Jordan to be part of Palestine (see Biger page 163 where he explicitly says it and gives multiple examples). Multiple sources have said it, and your interpretation notwithstanding, no source I've seen so far contradicts it.",0
"WALKERS BAKED ARE VERY DIFFERENT!!!

70% LESS FAT

ITS ONLY 30% THE SAME

YOU ANUS",1
"Mind your own business, you troll.",1
"i wasnt even vandalising 

how is it vandalising??",0
"Oh BedWetter... please stop your furious back-pedalling. Strangely enough, it demeans you ... as well as anybody else who descends to your  dumb-ass level.",1
"Perhaps you should read the article, which explains that Hallowe'en is a contraction of All Hallow Even.",0
"ur a girl 

jus thought its pretty stoopid that you is worrying over teh word she jus incase some she who thinks shes a he gets up the spout.",1
"About 700 euros, if you buy it from a greek mathematician-turned-hacker-turned-spy. See story:
http://www.reuters.com/article/technologyNews/idUSL2568324820080125
http://www.chron.com/disp/story.mpl/ap/fn/5486068.html",0
"I think you should do a picture from 2011 do a recent one and one that doesn't make him look stupid.",1
"==You're a fucking idiot==",1
"REDIRECT Talk:1933–34 Scottish Division Two",0
"Nazi 

The nazi sextion of tha page gives a glowing reference for the nazis and does nothing to discredit the evil racism of white europeans and their racist pigheaded history, if we want to eradicate nazis everywhere blonde hair and blue eyes everywhere it NEEDS TO START ON THE INTERNET @ How dare this article give a glowing reference for blonde hair blue eye ppl, theyre ALL neo nazi muffins hoping to live up to their pathetic racial dream of being snow apes with tiny dicks, but they are dying out hopefuly soon and their racist ideales, not soon enuff obviously with stuff on this page giving a glowing reference for their supposed 'history'. Runes and nordic and shit like that must be eradicated @58.107.179.146",1
"""
Hmm, don't add admin, just Efe. Shawl is fine, in a broader sense, but Manila shawl is an embroidered shawl, so I thought of redirecting it there instead of deleting, and the fact that the editor wrote there """"You can see Manila shawl"""".   """,0
"Scientology 
Are you now or having you ever been banned or blocked in in any of our Scientology articles?",0
"Are you monitoring me? 

How did you notice my edit so quickly? The content is true, I just haven't found a reliable reference. I know it's true because I was the other man at the time.66.87.143.199",0
"wrestling suck wrestling suck  wrestling suck wrestling suck  wrestling suck  wrestling suck",1
"""

 Split infinitives 

I just wondered what you thought about split infinitives, with an adverb between """"to"""" and the simple form of the verb. I don't like them.  """,0
"== Came up with the right dough? Bigger dick? I don't know, must have been the best flow. == 

 You're a faggot.",1
"I have rephrased again. Just mentioned that he is again a Top-100 player.'''', talk''",0
"Somewhere in a jail in Franklin County, New York, There is an inmate named Mark Woodard.  I will offer $500,000 to whoever can kill him in the most violent way possible.  Once the deed is done you will find your money burried under the Nigger Guidebord in Fort Ann, New York.",1
"Hi, Someone is posting personal attacks on Susa118.  When I attempted to remove them your bot prohibited it.

Sup?",0
"hahaha piss off fucktard",1
"Against democracy. 

Oeration Condor was an attemp to deter the democracy, no the marxism.",0
"LICK IT HARD LICK IT GOOD LICK THAT PUSSY JUST LIKE YOU SHOULD BEAAAAAAAAAAAAAAAAAATCH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1
"""==Speedy deletion==

Hey, I just finished writing this article and it is for speedy deletion. I think the article is well written and has enough sources. I'm not promoting Songr, I just wrote about it, its features etc. Please, some help here!  [ Let's talk ] """,0
"burtalbert you fucking suck dick u king asshole",1
"Yeah I agree too. I'm a Calvinist so any chance to diss Servetus might seem to be terribly biased... however I do think the writing needs to be improved to be more NPOV.  07:48, 11 Mar 2005 (UTC)",0
"is bob im an idiot",1
"what are you talking about? all this crap is real.",1
"Formal warning 

I just want to repeat and amplify what I said on Talk:Gabriel because I know it's going to get drowned there. Your behavior on the talk page and in the article is becoming increasingly disruptive, obstructive, and meets the criteria of WP:IDHT quite handily. So if you continue operating against consensus there, I will be forced to request sanctions from administrators to preserve the integrity of this and other articles. I and the other editors involved would appreciate it if you slow down, take a few deep breaths, and consider our opinions. I would also make the friendly suggestion that you limit yourself to short sentences and paragraphs, especially on the talk page; all of us have limited time to devote to Wikipedia as a volunteer activity, and our time is not well served by WP:Walls of text that we have to comb through in order to find some meaning within. Thank you very much for your consideration.",0
""":::I'm referring to Dr Righteous calling anon ips """"Common Trolls"""".    

""",0
"CHickens has no penis",1
"if you do not stop, the wikapidea nijas will come to your house and kill you",1
"fuck u u stupid fagget block me i dare u",1
"""

That was an appeal for arbitration.  Your response was to block me and call me """"fringe"""".  Despite what you think in your pea bvrain, believers in religion are NOT a """"fringe"""".  That is only your bigoted, nazi-like attitude against religions you don't like, which you sir have now exposed for the entire world to see.  /talk/ """,1
"sharp eye 

nice catch on the spam plug on Reality television. havent seen you edit that page, and then swoop, you fixed this. thanks. )",0
"When did I mention GameSpot? IGN AND AMAZON WONT LIST A FAKE GAME! 
For fucks sake, TRP, stop being ignorant and stop acting as If you're never wrong! -",1
"Ignore this idiot, this guy doesn't know anything and most of what he typed here is incorrect. I guarantee every user here with half a brain would agree that about 90% of what this guy just said is untrue. Dude, you dont know shit.",1
"""

 The size of Wim Crusio's Wiki page 

As of December 22nd, 2010 the Wim Crusio Wiki page constituted 28,725 bytes of information, where as the Wiki page for Ernest Rutherford, """"The father nuclear physics"""" and winner of the nobel prize, only has a Wiki page of 27,302 bytes as of December 22nd, 2010, and Maurice Wilkins who won the nobel prize for his co-discovery of the structure of DNA has a wiki page of only 23,014 bytes, while  Elizabeth Blackburn who won the nobel prize in Physiology or Medicine in 2009 has only 11,065 bytes on her wiki page. I could add many more names of nobel prize winners, but if you wish to do so, please feel free to compare the amount of information in Wim Crusio's wki page to that of most nobel prize winners.  I just thought I would point this fact out to the wiki community and ask for your comments on Win Crusio's Wiki page. Please comment on weather you think it is too large and perhaps should be reviewed or if you think the wiki pages of Ernest Rutherford and many of his fellow nobel prize winners are simply too small. Please feel free to leave your comments below this post.""",0
"But you don't have to be an ass about your diploma in Obscure Street Fighter Trivia. Oh wait, yes you do. You're a Wikipedia editor.76.10.75.168",1
"I don't really have strong opinions about this. I'd lean towards saying that if the draft page were nominated for deletion, it'd probably be kept now. It seems like it probably squeaks past WP:GNG, and it seems like WP:BLP1E would be satisfied. If you want to move it into mainspace, I'm not really opposed. As Kudpung says, move it on over and see what happens.  —",0
"Personal note:Please read WP:SPOILER before making a dick move like that.",1
"""

 Notable residents - past 
How come the article only lists living notable residents? Wasn't Roy Boehm founder of the Navy Seals listed here once? Congress and President Obama named the Murdock Post Office after him after his death here. I also saw in the local paper that Joseph Vrtel, designer of the United States 50-star flag lived in Port Charlotte. Source for the latter: Port Charlotte Herald, June 22, 2011 (weekly), """"Charlotte County's Historic Past,"""" Sun Coast Media Group, Charlotte Harbor, FL; reprint of item in predecessor paper Herald-News, June 17-23, 1971. 76.7.95.112  """,0
"Northern - Southern Hemispheres 

It's hard to believe that a volcanic ash cloud from Mount Tambora could cross the equator. Hurricanes, which may reach a high altitude NEVER can cross the equator because the simple reason of winds at a very high altitude tend to move from the Intertropical Convergence Zone to the middle latitudes FROM THE SAME HEMISPHERE, never crossing the equator. Fev",0
"except for the (ref'd) storyline",0
"YOU ARE A BULLY 

You are violating wiki:own, and you are a bully. 70.1.65.164",1
"One more message like this, and you get stabbed to death. You have been warned, motherf@#&%er! 86.176.169.49",1
"To Adrian M. H.

Thanks for responding. This has been my first attempt to contribute to Wikipedia. Maybe my eyesight or concentration is lapsing. I did get as far as clicking the Upload button after which the 'empty file' response appeared. My intent had been to upload an article (as a file?) about prime numbers etc in the Mathematics/Primes section, having written it, edited it, saved the page, approved the preview and entered the article's title as the source, destination and summary.

What have I not done or done wrong?

Thanks 

MIF (Threshold Pilot)",0
"This page is not neutral. The bands need links. This page needs a lot of work.",0
"It is not promotional, it's all factual. Young Life stands by their mission statement and runs their ministry by it. How is simple fact promotional? It's a FACT that Young Life and it's associated ministries (Young Lives, Capernaum, etc.) devote their time to telling high school kids and others about Jesus Christ. Just like grass is green, Young Life exists to spread the good news of the gospel of Jesus Christ.",0
"""
Thank you for experimenting with  Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia. 64 """,0
"GoodSearchResult
Since you are tangentially titillated by templates, the instructions at User:AlexNewArtBot/GoodSearchResult might provide material for you to generate a template or two.",0
"""]] 

 * """"Isaac Newton invented gravity because some asshole hit him with an apple"""" - [[Christopher Moltisanti|CM""",1
"""""""Sheriff's office""""?- this is Australia, not the USA!

""",0
"Remove 

NeilN needs to extract his head from his butt.

 me",1
"Edits on David Choi reverted
Dear IP user 60.52.74.7,
It seems that one of your recent edits, the one on David Choi, is non-constructive and may be tantamount to vandalism. Please note that the edit has been reverted and removed. Please note that Wikipedia is a source for research and project and that all Wikipedians (people with an account on Wikipedia) work towards a goal - making constructive edits and keeping reliable and useful information. We fight against vandalism strongly, and you might be blocked if you continue with the non-constructive edits. Thank you for using Wikipedia.",0
"""

Sukecchi:

You are out of your league, and I'm about to yank my son from influences like you.  """"Tons of people"""" you say.  In the first place, 'ton' is a measure of weight, not popuation.  No one has a problem with your sexuality, we just don't want to read about it on Wikipedia, nor do we want to read how desperate you are for a boyfriend.  Dude, get a my space page.

And for you, Chaser: you've become so involved with this site that you are losing touch with reality.  Ask yourself what Wikipedia is about, then review your main man Sukecchi's home page.  There are people that enjoy defacating on babies but it has nothing to do with Wikipedia.  I believe both you and Sukecchi need to get out of the basement, get some freash air, and if you're as intelligent as you thing you are see the world.  My wife and I just got back from China, what have the two of you been doing.

One more thing: Sukecchi, that your gay does not mean you cease to be a man.  So suck it up and be a man.  Men do not get """"deeply offended"""" nor do we go to other men for help when a 13 year old is kicking our ass.""",1
"I am sure the judges smiled too.

When you consider the resources put into it, the whole deal starts to taste a bit funny. Who would bankroll the hijacking of an anti-meat industry site?  A private person out of his own pocket just for the fun of it? 

And just who keeps funding this guy's other anti-sites?",0
"""

Speedy deletion of The Wrong Trousers (Band)
 A tag has been placed on The Wrong Trousers (Band) requesting that it be speedily deleted from Wikipedia. This has been done under section A7 of the criteria for speedy deletion, because the article appears to be about a band, but it does not indicate how or why the subject is notable: that is, why an article about that subject should be included in an encyclopedia. Under the criteria for speedy deletion, articles that do not assert the subject's importance or significance may be deleted at any time. Please see the guidelines for what is generally accepted as notable, as well as our subject-specific notability guideline for musical topics. 

If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the article (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the article's talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines. Zenlax''' T C   """,0
"""

""""By78 is not doing because something need to be clarified, but it's deliberate. All links with detailed explanation exists but still act like a dumb person. This is deliberate. And why did you admin revert this edit"""". This is what I asked. The word dumb there never means he is dumb you read it wrongly by saying I had called him dumb. Read it again, I said he is acting like a dumb person. The meaning of it is he is really smart and wants his version to stay and he is deliberately doing it. Also I request you to look at his edits. It also has a racist angle. Now don't come to me and say you called him a racist. Better you check his edits. He is showing signs of dislike for a particular race, otherwise one will not try deliberately attempt to tarnish the image of one race. It's not part of ordinary edits because we don't find it with anyother countries. Like when I edit Wikipedia, my subject is military matters and I do contribute to all articles and don't pinpoint something and inject negative views only about a particular race or country in the articles.
  """,1
"""

 unblock and clear log 

""",0
"| decline=Take a hike, idiot!",1
"""

Oh my god, you are a bitch.►''''''Holla! """,1
"Vandalism? 

No really, it is a warning template and you should leave it on your page page",0
"naming  vandal for the good faith -doing harm to Wikipedia 

 Wikipedia is not a soapbox. Articles, and particularly their titles, must conform to policy regarding verifiability 
Wikipedia's role as an encyclopedia of existing recognized knowledge;
 The existing recognized knowledge about Basho that he was a writer of Haiku. Hokku is not the existing recognized knowledge about Haiku and Basho. It is for circle of academicians.
Wikipedia articles should be based on reliable, published sources, making sure that all majority and significant minority views that have appeared in those sources are covered (see Wikipedia:Neutral point of view).
The books of Shirine are not published worldwide and might content minority views that were not proved.
 To write about Basho as a writer of Hokku, when he is known in Japan as writer of Haiku, to create article about Hokku when Shika perfectly explained that it was Haiku, what is this Karate",0
"west aurora has been known for its love of black cocks.  so in 1994, with the assistance of John Buell the blackhawks changed to the Black cocks.",1
"clio's hair 

i always had the picture of brown hair in my mind, never blonde! just goes to show you",0
"Blah Blah Blah. Cry Me A River. Go suck a prick. You aint even a Flo Rida fan.",1
"== zee german == 

 motherfucker, traitor, he changed for money, bastard, pig.",1
"pls can you put a decent pic of him!!! this one makes him look kind of stupid!!!...........",1
"Hi GoodDay, I have noted that Qwyrxian has weighed in on the issue. I have learned to appreciate his steady advice on matters and suggest that you ask Qwyrxian about this as well. Regarding the number debate, I don't have strong feelings on this, either way. If you do, the DRN process can do no harm and would be quite useful, IMO. If you want my involvement, I would be pleased to help. I became aware of Joyce Banda through this conflict in the past and have grown to admire her leadership. Anything to help the article about her is of interest to me.",0
"Get a fucking life, and stop chaining my page.",1
"""
There is no need to blindly follow a template that was written specifically to prevent reversions to copyrighted content. — 0918 • 2005-12-12 18:08""",0
"""

 """"Ein Oes Oesau"""" 

This is of little importance, but """"ein oes oesau"""" does not exactly mean """"for ever and ever"""". Literally it means """"for ages to come"""" or something to that degree. I thought I should post it here rather than just add it in without checking to see if I'm correct or not.   """,0
"Awwwwwwww, you were called a fuckknuckle? Diddums. You know why you were called a fuckknuckle? Because that is exactly what you are.",1
"BORING!!!!!! Stay out of it sister, go catch vandals elsewhere you ain't gonna find any here!",1
"What you just said amounts to original research. It is not for us to guess what he probably meant. However, I will not make any edits for now, until the actual source is found. — (Talk)",0
"RE: Mutiny on the Bounty  

I just saw a message from you on my talk page. The message was also delivered to email inbox.

I don't want this. I do NOT want messages from shit-faced little creeps on websites or forums. Please, fuck off and creep round someone else. Do not ever contact me again.",1
"""

I disagree with both of you, rivalries or no rivalries you still support the team, I supported man u againts wiggan I suppored them againts chelsea? I dont see how """"Support"""" has anything to do the the history of Rivals when you suport Manchester againts any opponent. I dosent make sence whats so ever. –  2 March 2011""",0
"Andrew Chrucky 

GB fan, you have not verified yourself as an authority over me, other users, or Andrew Chrucky; you have not explained why you think Andrew Chrucky meets criteria for deletion; you have not shown your efforts to verify the references for the claims made in Andrew Chrucky. You must therefore explain yourself thoroughly.

Sincerely,
Jfeen",0
